CustomerKey,GeographyKey,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Customer_Phone,DateFirstPurchase,CommuteDistance 
25243,28,Tonya,Rai,9/5/1963,S,F,tonya17@adventure-works.com,100000,4,0,Bachelors,Management,1,2,9551 Alet Court,,1 (11) 500 555-0195,12/14/2012,1-2 Miles
13040,22,Roy,Gonzalez,9/12/1973,M,M,roy19@adventure-works.com,30000,3,0,High School,Skilled Manual,1,2,3627 Creekside Drive,,1 (11) 500 555-0129,11/20/2013,5-10 Miles
26186,4,Joanna,Gill,10/22/1950,S,F,joanna12@adventure-works.com,30000,2,0,Partial College,Clerical,0,2,7982 D Kiska Ct.,,1 (11) 500 555-0111,11/20/2013,5-10 Miles
15592,8,Janet,Moreno,10/1/1983,M,F,janet11@adventure-works.com,70000,5,5,Bachelors,Professional,1,4,3870 Grand Ct.,,1 (11) 500 555-0127,2/2/2013,10+ Miles
13644,32,Kristi,Dominguez,9/30/1975,M,F,kristi8@adventure-works.com,100000,0,5,Partial High School,Professional,1,4,4655 Dance Court,,1 (11) 500 555-0154,7/16/2012,10+ Miles
26662,40,Lori,Alvarez,3/13/1974,S,F,lori7@adventure-works.com,60000,2,2,Bachelors,Professional,1,1,2751 Hooftrail Way,,1 (11) 500 555-0110,8/2/2012,2-5 Miles
12357,29,Susan,Lu,4/3/1982,S,F,susan21@adventure-works.com,100000,0,5,High School,Management,1,3,4519 Sequoia Drive,,1 (11) 500 555-0148,10/29/2013,10+ Miles
11046,6,Christine,Yuan,9/19/1955,M,F,christine4@adventure-works.com,30000,3,0,High School,Skilled Manual,1,2,2356 Orange St,,1 (11) 500 555-0113,2/6/2011,5-10 Miles
26150,12,Nancy,Rana,10/24/1975,S,F,nancy14@adventure-works.com,70000,0,0,Bachelors,Professional,0,1,1828 Blackburn Ct.,,1 (11) 500 555-0180,3/24/2012,0-1 Miles
26571,22,Lacey,Pal,8/15/1960,S,F,lacey2@adventure-works.com,80000,2,0,Partial College,Skilled Manual,0,2,6890 Highland Road,,1 (11) 500 555-0197,6/14/2012,1-2 Miles
23316,20,Billy,Blanco,2/2/1953,S,M,billy16@adventure-works.com,30000,3,0,Partial College,Clerical,0,2,3658 Belmont,,1 (11) 500 555-0111,7/9/2012,1-2 Miles
24603,25,Jake,Zhu,6/24/1978,S,M,jake12@adventure-works.com,80000,0,0,Bachelors,Professional,0,3,3033 F St.,,1 (11) 500 555-0111,10/16/2013,10+ Miles
25815,3,Jacquelyn,Romero,3/21/1986,M,F,jacquelyn9@adventure-works.com,80000,0,0,Bachelors,Professional,1,3,3397 Farm Bureau Road,,1 (11) 500 555-0171,2/14/2013,10+ Miles
22954,27,Justin,Thompson,8/31/1968,S,M,justin43@adventure-works.com,70000,0,0,Bachelors,Professional,0,2,4566 Warmcastle Court,,1 (11) 500 555-0145,6/7/2012,5-10 Miles
24903,24,Tracy,Black,10/7/1978,S,F,tracy19@adventure-works.com,90000,0,0,Bachelors,Professional,0,3,744 Piedra Dr.,,1 (11) 500 555-0154,4/23/2012,10+ Miles
14217,2,Terrance,Lopez,4/21/1985,S,M,terrance14@adventure-works.com,80000,0,0,Bachelors,Professional,0,3,2313 Pastel Drive,,1 (11) 500 555-0152,3/9/2013,10+ Miles
15234,16,Kathleen,Moreno,1/22/1964,S,F,kathleen8@adventure-works.com,100000,4,0,Bachelors,Management,1,1,4201 Logan Court,,1 (11) 500 555-0119,3/25/2013,10+ Miles
23417,2,Emmanuel,Sai,1/20/1974,S,M,emmanuel5@adventure-works.com,60000,2,2,Bachelors,Professional,0,1,5884 Blue Ridge,,1 (11) 500 555-0196,7/20/2012,0-1 Miles
20243,33,Tamara,Ye,12/19/1971,S,F,tamara40@adventure-works.com,100000,0,0,Graduate Degree,Management,0,1,8524 C Mt. Hood Circle,,1 (11) 500 555-0190,5/22/2013,5-10 Miles
12678,15,Dana,Serrano,4/8/1980,S,F,dana9@adventure-works.com,130000,4,5,High School,Management,1,4,1934 Pacifica,,1 (11) 500 555-0117,3/25/2013,0-1 Miles
21188,32,Clifford,Sanchez,1/16/1970,M,M,clifford19@adventure-works.com,60000,4,4,Bachelors,Professional,1,2,494 Crown Court,,1 (11) 500 555-0195,5/30/2013,5-10 Miles
25116,8,Phillip,Sara,7/5/1979,M,M,phillip11@adventure-works.com,70000,5,5,Bachelors,Professional,1,3,1993 Maywood Lane,,1 (11) 500 555-0110,5/30/2013,10+ Miles
25912,33,Walter,Rubio,12/19/1952,M,M,walter14@adventure-works.com,10000,2,1,Partial High School,Clerical,1,2,5103 Farm Bureau Rd,,1 (11) 500 555-0177,6/27/2013,1-2 Miles
21405,23,Bonnie,Shen,3/22/1975,M,F,bonnie7@adventure-works.com,110000,5,1,Bachelors,Management,1,4,853 Serpentine,,1 (11) 500 555-0165,6/27/2013,2-5 Miles
22582,27,Evelyn,Madan,5/16/1985,S,F,evelyn8@adventure-works.com,20000,0,0,Bachelors,Clerical,0,0,8162 Zacatecas,,1 (11) 500 555-0137,5/6/2012,0-1 Miles
21201,4,Anna,Rogers,8/13/1934,S,F,anna5@adventure-works.com,80000,3,0,Graduate Degree,Management,1,1,1841 Cape Cod Way,,1 (11) 500 555-0197,1/11/2012,1-2 Miles
13005,23,Desiree,Alvarez,2/12/1972,M,F,desiree0@adventure-works.com,80000,5,5,Graduate Degree,Management,0,3,3818 Landana Drive,,1 (11) 500 555-0147,8/15/2013,0-1 Miles
12347,40,Summer,Madan,8/20/1980,M,F,summer6@adventure-works.com,90000,0,0,Bachelors,Professional,0,2,8172 N. Ranchford,,1 (11) 500 555-0194,1/13/2012,10+ Miles
17920,11,Bradley,Yuan,9/13/1983,S,M,bradley9@adventure-works.com,20000,0,0,Bachelors,Clerical,1,0,7352 Mt. Wilson Pl.,,1 (11) 500 555-0142,4/5/2011,0-1 Miles
15756,28,Kari,Gutierrez,1/1/1974,S,F,kari31@adventure-works.com,70000,2,0,High School,Professional,1,2,8507 Mt. Palomar Pl.,,1 (11) 500 555-0115,12/25/2012,5-10 Miles
11765,11,Marc,Torres,4/6/1983,M,M,marc15@adventure-works.com,80000,5,5,Bachelors,Professional,1,3,1439 N. Michell Canyon Road,,1 (11) 500 555-0131,9/12/2011,0-1 Miles
26652,36,Bruce,Moreno,3/10/1986,M,M,bruce29@adventure-works.com,80000,4,4,Graduate Degree,Management,1,0,9204 Park Highlands,,1 (11) 500 555-0173,7/7/2012,0-1 Miles
17070,18,Margaret,Huang,11/2/1979,M,F,margaret12@adventure-works.com,80000,5,5,Bachelors,Professional,1,4,5234 Shirley Dr.,,1 (11) 500 555-0173,2/12/2013,0-1 Miles
28309,23,Julie,Lal,10/1/1983,M,F,julie13@adventure-works.com,90000,2,2,Bachelors,Professional,0,0,5637 Teak Court,,1 (11) 500 555-0194,2/20/2013,0-1 Miles
13522,34,Logan,Taylor,5/23/1983,S,M,logan60@adventure-works.com,10000,0,0,High School,Manual,1,2,988 Mt. Everest Court,,1 (11) 500 555-0120,4/24/2013,0-1 Miles
14557,31,Mathew,Sanz,3/22/1986,M,M,mathew16@adventure-works.com,10000,0,0,Partial College,Manual,1,1,6350 Lakeview Pl.,,1 (11) 500 555-0116,1/29/2013,2-5 Miles
15795,16,Diane,Munoz,7/16/1970,M,F,diane12@adventure-works.com,80000,5,5,Bachelors,Professional,1,4,7728 Condor Place,,1 (11) 500 555-0139,4/13/2013,0-1 Miles
18319,14,Aimee,Sun,8/12/1948,S,F,aimee9@adventure-works.com,30000,2,0,Partial College,Clerical,1,2,5974 N St.,,1 (11) 500 555-0142,4/24/2013,5-10 Miles
11147,40,Ernest,Wu,8/4/1944,M,M,ernest6@adventure-works.com,60000,2,0,Graduate Degree,Management,1,1,1832 RiverRock Dr,,1 (11) 500 555-0139,5/13/2011,0-1 Miles
23574,4,Ebony,Hernandez,9/8/1954,M,F,ebony26@adventure-works.com,40000,2,0,Bachelors,Management,1,2,7614 Inez Ave,,1 (11) 500 555-0120,8/19/2012,5-10 Miles
29303,37,Arturo,Pal,1/19/1970,S,M,arturo37@adventure-works.com,70000,0,0,Bachelors,Professional,1,1,9705 Via Del Sol,,1 (11) 500 555-0172,5/23/2013,5-10 Miles
17053,38,Deanna,Raman,1/25/1974,M,F,deanna15@adventure-works.com,70000,5,5,Bachelors,Professional,1,3,2739 Sandy Road,,1 (11) 500 555-0132,5/23/2013,10+ Miles
12686,32,Trisha,Zhou,4/17/1978,S,F,trisha3@adventure-works.com,90000,0,0,Bachelors,Professional,1,3,7688 P St.,,1 (11) 500 555-0128,2/28/2012,10+ Miles
23527,37,Alison,Luo,10/10/1972,S,F,alison5@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,9507 San Vicente Dr,,1 (11) 500 555-0159,5/31/2013,5-10 Miles
22406,7,Kelvin,Shen,5/12/1983,M,M,kelvin44@adventure-works.com,10000,0,0,High School,Manual,1,2,3098 Seabourne Ct,,1 (11) 500 555-0131,5/27/2012,0-1 Miles
22003,38,Jill,Navarro,2/20/1942,M,F,jill17@adventure-works.com,40000,2,0,Bachelors,Management,1,1,1026 Mt. Wilson Pl.,,1 (11) 500 555-0134,7/7/2013,5-10 Miles
14278,35,Olivia,Sanchez,7/17/1969,M,F,olivia25@adventure-works.com,130000,0,1,Graduate Degree,Management,1,1,8958 Las Palmas,,1 (11) 500 555-0191,7/19/2013,10+ Miles
28351,37,Donald,Rodriguez,1/10/1946,M,M,donald21@adventure-works.com,40000,2,0,Bachelors,Management,1,2,1258 Yeoman Dr,,1 (11) 500 555-0192,7/19/2013,5-10 Miles
23662,9,Cynthia,Sanchez,11/2/1981,S,F,cynthia26@adventure-works.com,100000,0,5,Partial High School,Professional,1,4,8785 Whitehall Drive,,1 (11) 500 555-0114,9/12/2012,10+ Miles
21198,33,Madison,Williams,12/17/1966,M,F,madison2@adventure-works.com,60000,1,0,Bachelors,Professional,1,1,921 Ponderosa Way,,1 (11) 500 555-0199,10/1/2013,5-10 Miles
16661,7,Shane,Raman,10/13/1961,S,M,shane15@adventure-works.com,70000,2,0,High School,Skilled Manual,1,2,7560 Franklin Canyon Road,,1 (11) 500 555-0128,1/30/2011,5-10 Miles
15240,13,Monique,Navarro,4/6/1959,M,F,monique6@adventure-works.com,40000,2,0,Bachelors,Management,1,1,8486 Hazelwood Lane,,1 (11) 500 555-0114,7/15/2013,0-1 Miles
15804,10,Brittney,Liu,2/17/1968,M,F,brittney3@adventure-works.com,70000,5,4,Bachelors,Professional,1,2,2520 Almond Street,,1 (11) 500 555-0162,12/12/2013,5-10 Miles
22958,29,Brandy,Fernandez,8/1/1966,S,F,brandy12@adventure-works.com,60000,1,0,Partial College,Skilled Manual,0,1,1949 Bayter Court,,1 (11) 500 555-0164,6/12/2012,0-1 Miles
26447,26,Noah,Russell,10/17/1976,S,M,noah17@adventure-works.com,110000,0,5,High School,Management,0,4,4321 West I St,,1 (11) 500 555-0157,6/5/2012,10+ Miles
17503,28,Molly,Suri,1/19/1960,M,F,molly1@adventure-works.com,40000,3,0,Partial High School,Clerical,0,2,1569 Eagle Ct,,1 (11) 500 555-0193,10/13/2013,1-2 Miles
11004,19,Elizabeth,Johnson,8/5/1979,S,F,elizabeth5@adventure-works.com,80000,5,5,Bachelors,Professional,1,4,7553 Harness Circle,,1 (11) 500 555-0131,1/23/2011,1-2 Miles
15798,33,Anne,Munoz,3/19/1970,S,F,anne8@adventure-works.com,70000,0,0,Bachelors,Professional,0,1,7927 Saclan Terr.,,1 (11) 500 555-0177,4/12/2013,5-10 Miles
26136,8,Tabitha,Gonzalez,12/24/1972,M,F,tabitha15@adventure-works.com,90000,3,3,Bachelors,Professional,1,0,6531 William Reed Dr.,,1 (11) 500 555-0177,8/10/2013,0-1 Miles
28720,20,Candice,Liu,11/21/1981,S,F,candice11@adventure-works.com,70000,0,0,Bachelors,Professional,1,1,7835 Rio Blanco Dr.,,1 (11) 500 555-0147,2/2/2013,5-10 Miles
28948,21,Valerie,Ye,8/2/1984,S,F,valerie11@adventure-works.com,120000,0,5,Partial High School,Professional,0,4,2887 Pinecrest Court,,1 (11) 500 555-0169,3/1/2013,10+ Miles
15154,28,Joe,Hernandez,3/6/1977,M,M,joe27@adventure-works.com,130000,0,5,Partial High School,Management,1,4,5012 Bayshore Rd.,,1 (11) 500 555-0131,3/22/2013,10+ Miles
13961,39,Shawna,Raji,11/5/1971,M,F,shawna20@adventure-works.com,80000,5,5,Graduate Degree,Management,1,3,2850 D Bel Air Dr,,1 (11) 500 555-0184,10/1/2013,0-1 Miles
12696,15,Stacey,Hu,3/13/1982,M,F,stacey21@adventure-works.com,100000,0,5,High School,Management,1,4,6299 Elmonte Drive,,1 (11) 500 555-0172,5/12/2013,10+ Miles
18278,39,Lucas,Powell,11/21/1966,M,M,lucas58@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,7376 Redwood Road,,1 (11) 500 555-0116,4/9/2013,5-10 Miles
20266,31,Summer,Gonzalez,7/23/1972,M,F,summer16@adventure-works.com,70000,5,4,Partial College,Skilled Manual,0,2,5155 Centennial Way,,1 (11) 500 555-0112,4/20/2013,0-1 Miles
29192,40,Jessica,Ramirez,4/25/1973,M,F,jessica19@adventure-works.com,70000,5,5,Bachelors,Professional,1,4,6312 San Ramon Road,,1 (11) 500 555-0177,4/23/2013,10+ Miles
14681,24,Veronica,Chandra,9/30/1979,S,F,veronica2@adventure-works.com,70000,0,0,Bachelors,Professional,0,1,4736 S. Royal Links Circle,,1 (11) 500 555-0193,8/29/2012,0-1 Miles
20619,37,Maurice,Raji,11/7/1976,S,M,maurice22@adventure-works.com,80000,0,0,Bachelors,Professional,0,4,8831 Cloverleaf Circle,,1 (11) 500 555-0115,11/5/2013,10+ Miles
25944,34,Ronald,Perez,4/17/1958,S,M,ronald24@adventure-works.com,20000,2,1,Partial High School,Clerical,1,2,5421 Almond Avenue,,1 (11) 500 555-0168,12/10/2011,5-10 Miles
22175,40,Joy,Dominguez,5/5/1958,M,F,joy14@adventure-works.com,30000,3,0,High School,Skilled Manual,1,2,2625 Fremont St.,,1 (11) 500 555-0189,4/12/2012,5-10 Miles
11093,19,Aimee,He,9/6/1978,M,F,aimee13@adventure-works.com,100000,0,0,Graduate Degree,Management,1,0,1833 Olympic Drive,,1 (11) 500 555-0161,4/7/2011,0-1 Miles
11357,21,Ramon,Ye,9/19/1984,S,M,ramon9@adventure-works.com,10000,0,0,Partial College,Manual,0,1,3245 Vista Oak Dr.,,1 (11) 500 555-0143,6/18/2011,2-5 Miles
13050,28,Dennis,Zeng,6/18/1959,M,M,dennis24@adventure-works.com,40000,3,0,Partial College,Skilled Manual,0,2,3184 Roskelley Dr.,,1 (11) 500 555-0135,4/19/2012,1-2 Miles
21173,19,Chad,Yuan,5/12/1973,M,M,chad8@adventure-works.com,70000,5,5,Bachelors,Professional,1,3,7090 C. Mount Hood,,1 (11) 500 555-0115,12/31/2011,10+ Miles
29096,32,Margaret,Stewart,8/10/1958,M,F,margaret6@adventure-works.com,40000,2,0,Partial College,Skilled Manual,1,2,3553 S. 38th Street,,1 (11) 500 555-0197,8/7/2013,5-10 Miles
29095,5,Jaime,Jimenez,9/25/1957,M,M,jaime47@adventure-works.com,30000,3,0,High School,Skilled Manual,0,2,2376 Holiday Hills Dr.,,1 (11) 500 555-0137,8/8/2013,1-2 Miles
21204,36,Candice,Lu,2/20/1972,S,F,candice17@adventure-works.com,100000,0,0,Bachelors,Professional,0,1,7876 Clinton Dr,,1 (11) 500 555-0174,9/22/2013,5-10 Miles
21418,20,Alicia,Chapman,7/22/1964,M,F,alicia13@adventure-works.com,120000,1,2,Bachelors,Management,1,2,7270 Pepperidge Way,,1 (11) 500 555-0169,2/9/2012,2-5 Miles
14304,35,Jacquelyn,Jimenez,2/11/1973,M,F,jacquelyn5@adventure-works.com,60000,1,0,Bachelors,Professional,1,1,8102 Birch Bark Road,,1 (11) 500 555-0122,9/26/2012,0-1 Miles
26421,21,Allison,Peterson,10/3/1980,S,F,allison3@adventure-works.com,60000,0,0,Bachelors,Professional,0,3,9092 Pinecrest Dr,,1 (11) 500 555-0155,10/23/2013,2-5 Miles
21572,7,Randall,Ramos,4/23/1982,M,M,randall19@adventure-works.com,130000,0,5,Bachelors,Management,1,4,5691 Lexington Road,,1 (11) 500 555-0179,3/7/2012,0-1 Miles
12693,14,Ruth,Gonzalez,7/8/1976,M,F,ruth22@adventure-works.com,80000,0,0,Bachelors,Professional,1,4,2752 Northridge Road,,1 (11) 500 555-0143,3/2/2012,10+ Miles
26152,11,Jaime,Gill,8/9/1974,S,F,jaime15@adventure-works.com,70000,0,0,Bachelors,Professional,0,2,371 Woodside Way,,1 (11) 500 555-0153,3/1/2012,5-10 Miles
27870,40,Ryan,Davis,1/14/1985,S,M,ryan44@adventure-works.com,10000,1,1,High School,Manual,1,0,3966 Mahogany Way,,1 (11) 500 555-0178,11/12/2013,2-5 Miles
16176,34,Michele,Torres,2/16/1974,S,F,michele45@adventure-works.com,70000,0,0,Bachelors,Professional,1,1,7583 Green Hill Rd,,1 (11) 500 555-0193,11/28/2012,5-10 Miles
14030,40,Lawrence,Sanz,4/19/1961,S,M,lawrence19@adventure-works.com,80000,2,0,High School,Skilled Manual,0,2,3841 Turner Dr.,,1 (11) 500 555-0161,8/24/2012,1-2 Miles
11995,39,Kelvin,Carson,12/12/1965,M,M,kelvin11@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,2599 Amaranth Way,,1 (11) 500 555-0149,11/8/2011,0-1 Miles
15267,21,Kendra,Alvarez,4/3/1948,M,F,kendra4@adventure-works.com,40000,2,0,Bachelors,Management,0,2,9435 Breck Court,,1 (11) 500 555-0142,11/20/2012,0-1 Miles
22912,5,Mallory,Moreno,12/3/1980,S,F,mallory14@adventure-works.com,110000,1,0,Graduate Degree,Management,1,1,4572 San Jose Drive,,1 (11) 500 555-0118,6/1/2012,2-5 Miles
13963,31,Veronica,Patel,5/27/1972,M,F,veronica3@adventure-works.com,80000,5,5,Graduate Degree,Management,1,3,3909 Lavetta Way,,1 (11) 500 555-0111,5/1/2013,0-1 Miles
15758,38,Arturo,Andersen,5/22/1969,M,M,arturo38@adventure-works.com,130000,0,1,Graduate Degree,Management,1,0,6745 Blue Ridge Drive,,1 (11) 500 555-0158,1/5/2014,5-10 Miles
25705,30,Levi,Prasad,12/23/1984,S,M,levi8@adventure-works.com,10000,0,0,Partial College,Manual,1,1,710 Longbrook Way,,1 (11) 500 555-0171,6/27/2011,2-5 Miles
22412,35,Drew,Andersen,4/3/1983,M,M,drew14@adventure-works.com,20000,0,0,Bachelors,Clerical,0,0,6308 Broadway Street,,1 (11) 500 555-0190,4/30/2012,0-1 Miles
21977,17,Phillip,Malhotra,1/17/1969,S,M,phillip5@adventure-works.com,70000,0,0,Bachelors,Professional,0,1,9377 Detroit Ave,,1 (11) 500 555-0122,6/11/2013,5-10 Miles
21967,19,Charles,Sanders,10/7/1970,M,M,charles50@adventure-works.com,60000,2,2,Bachelors,Professional,1,1,807 Winton Dr.,,1 (11) 500 555-0189,11/30/2013,2-5 Miles
19788,20,Kristen,Hu,6/15/1967,S,F,kristen17@adventure-works.com,80000,2,0,High School,Skilled Manual,0,2,6049 Dalis Dr.,,1 (11) 500 555-0112,9/22/2011,1-2 Miles
13639,34,Colin,Liang,2/3/1977,M,M,colin18@adventure-works.com,100000,0,5,High School,Management,1,3,4571 Guadalupe,,1 (11) 500 555-0134,2/14/2013,10+ Miles
21965,37,Bethany,Raheem,2/21/1972,M,F,bethany21@adventure-works.com,80000,5,5,Bachelors,Professional,1,3,1839 Kelly,,1 (11) 500 555-0125,11/17/2013,0-1 Miles
13995,35,Michele,Black,12/7/1952,M,F,michele21@adventure-works.com,20000,4,0,High School,Skilled Manual,0,2,8202 Lion Circle,,1 (11) 500 555-0190,5/15/2013,1-2 Miles
29053,4,Nelson,Gomez,4/2/1950,S,M,nelson1@adventure-works.com,10000,5,0,High School,Skilled Manual,0,2,26 Amador Ct.,,1 (11) 500 555-0111,5/15/2013,1-2 Miles
26559,3,Marshall,Ye,11/13/1954,S,M,marshall8@adventure-works.com,10000,2,1,Partial High School,Clerical,1,2,9849 Santa Fe Court,,1 (11) 500 555-0118,5/15/2013,5-10 Miles
11097,40,Edwin,Nara,10/23/1972,M,M,edwin39@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,719 William Way,,1 (11) 500 555-0112,4/4/2011,5-10 Miles
28201,25,Tyler,Martinez,3/25/1975,M,M,tyler15@adventure-works.com,80000,4,4,Graduate Degree,Management,1,0,4478 Rainier Dr.,,1 (11) 500 555-0196,1/19/2013,0-1 Miles
12685,40,Jaclyn,Xu,9/19/1977,M,F,jaclyn28@adventure-works.com,90000,0,0,Bachelors,Professional,1,3,4143 Smith Lane,,1 (11) 500 555-0199,1/29/2012,10+ Miles
25235,4,Monique,Torres,6/26/1968,M,F,monique8@adventure-works.com,60000,1,0,Partial College,Skilled Manual,1,1,8421 St. Francis,,1 (11) 500 555-0181,12/10/2012,5-10 Miles
21554,4,Molly,Rana,1/21/1979,S,F,molly11@adventure-works.com,80000,0,0,Bachelors,Professional,0,3,8970 Kahrs Avenue,,1 (11) 500 555-0193,8/25/2013,10+ Miles
15607,20,Ricky,Gill,9/19/1975,S,M,ricky14@adventure-works.com,70000,0,0,Bachelors,Professional,0,1,7559 W. Buchanan Rd.,,1 (11) 500 555-0113,11/16/2013,5-10 Miles
12705,30,Andre,Garcia,8/6/1980,M,M,andre15@adventure-works.com,150000,0,5,Bachelors,Management,1,4,6064 Brodia Court,,1 (11) 500 555-0151,3/30/2012,0-1 Miles
25139,20,Carlos,Short,8/22/1975,M,M,carlos0@adventure-works.com,60000,3,3,Bachelors,Professional,0,2,6853 Hacienda,,187-555-0100,10/18/2013,0-1 Miles
26744,21,Mitchell,Yuan,8/8/1973,M,M,mitchell6@adventure-works.com,60000,1,0,Bachelors,Professional,1,1,9687 Breck Court,,1 (11) 500 555-0119,7/31/2012,5-10 Miles
11767,24,Meagan,Madan,5/20/1977,S,F,meagan8@adventure-works.com,90000,0,0,Bachelors,Professional,0,0,8250 11th Avenue,,1 (11) 500 555-0112,9/17/2011,2-5 Miles
13649,27,Rebekah,Suarez,11/4/1976,M,F,rebekah39@adventure-works.com,110000,0,5,Partial High School,Professional,1,4,Pascalstr 646,,1 (11) 500 555-0138,7/20/2012,10+ Miles
18256,20,Gilbert,Cai,1/17/1971,M,M,gilbert19@adventure-works.com,60000,3,3,Bachelors,Professional,1,1,445 Bishop Drive,,1 (11) 500 555-0127,2/27/2013,0-1 Miles
14010,36,Thomas,Moore,2/2/1956,M,M,thomas69@adventure-works.com,30000,3,0,Partial College,Clerical,0,2,658 Pecan Street,,1 (11) 500 555-0152,8/12/2012,1-2 Miles
24594,23,Franklin,Yuan,9/20/1979,M,M,franklin25@adventure-works.com,70000,0,0,Partial High School,Professional,1,4,5691 Coldwater Drive,,1 (11) 500 555-0177,2/27/2013,10+ Miles
17350,14,Ebony,Dominguez,3/10/1950,S,F,ebony34@adventure-works.com,40000,2,0,Bachelors,Management,1,2,5026 Clearbrook Drive,,1 (11) 500 555-0118,2/27/2013,5-10 Miles
27709,31,Clifford,Lopez,4/9/1974,S,M,clifford15@adventure-works.com,70000,0,0,Bachelors,Professional,0,2,476 Bay Drive,,1 (11) 500 555-0167,9/2/2013,5-10 Miles
17913,39,Lacey,Xu,8/31/1981,S,F,lacey39@adventure-works.com,10000,1,1,High School,Manual,0,0,9846 Golf Club Road,,1 (11) 500 555-0117,4/29/2011,1-2 Miles
21197,24,Sheena,Pal,7/18/1977,S,F,sheena10@adventure-works.com,60000,1,0,Bachelors,Professional,1,1,4399 Price Lane,,1 (11) 500 555-0169,1/11/2012,5-10 Miles
14225,24,Alisha,Chen,11/24/1977,M,F,alisha2@adventure-works.com,90000,0,0,Bachelors,Professional,0,3,879 Hillview Ct,,1 (11) 500 555-0122,8/31/2012,10+ Miles
25229,16,Autumn,Zhou,9/12/1969,S,F,autumn8@adventure-works.com,70000,0,0,Bachelors,Professional,1,1,8096 West M Street,,1 (11) 500 555-0191,12/17/2012,5-10 Miles
13043,33,Brenda,Madan,10/23/1957,M,F,brenda11@adventure-works.com,30000,3,0,High School,Skilled Manual,0,2,8354 Hamiliton Avenue,,1 (11) 500 555-0180,4/11/2013,1-2 Miles
21217,28,Casey,Xie,10/19/1970,S,F,casey3@adventure-works.com,90000,1,0,Bachelors,Professional,1,1,3762 Gumwood,,1 (11) 500 555-0129,2/18/2012,2-5 Miles
23542,34,Justin,Martin,3/6/1972,S,M,justin42@adventure-works.com,60000,1,0,Partial College,Skilled Manual,0,1,4428 Maureen Circle,,1 (11) 500 555-0111,8/18/2012,0-1 Miles
18896,31,Jonathan,Russell,9/13/1954,M,M,jonathan19@adventure-works.com,20000,2,1,Partial High School,Clerical,0,2,3698 Driftwood Court,,1 (11) 500 555-0149,4/19/2013,1-2 Miles
15718,3,Heather,Lin,10/13/1981,M,F,heather7@adventure-works.com,70000,0,0,Bachelors,Professional,1,3,4890 Heron Ct,,1 (11) 500 555-0116,9/16/2013,10+ Miles
13982,12,Clarence,Chander,9/18/1949,M,M,clarence30@adventure-works.com,20000,3,0,High School,Skilled Manual,1,2,6647 Revision Dr,,1 (11) 500 555-0165,3/14/2013,5-10 Miles
28204,19,Peter,Xu,9/28/1980,M,M,peter12@adventure-works.com,100000,1,0,Graduate Degree,Management,1,0,6975 Ridgewood Drive,,1 (11) 500 555-0115,12/31/2012,2-5 Miles
18205,13,Lindsey,Raji,5/25/1983,M,F,lindsey21@adventure-works.com,90000,0,0,Bachelors,Professional,1,3,8909 Chestnut Ave.,,1 (11) 500 555-0145,5/8/2011,10+ Miles
23533,13,Rafael,Nath,5/14/1965,S,M,rafael42@adventure-works.com,90000,1,0,Bachelors,Professional,1,1,4596 Flora Ave,,1 (11) 500 555-0198,8/12/2012,2-5 Miles
24604,18,Melvin,Rai,7/8/1977,M,M,melvin16@adventure-works.com,90000,0,0,Bachelors,Professional,1,3,6940 Hilltop Dr,,1 (11) 500 555-0159,12/25/2012,10+ Miles
21254,34,Tonya,Black,6/8/1945,M,F,tonya20@adventure-works.com,30000,2,0,Partial College,Clerical,0,2,3101 Greendell Rd,,1 (11) 500 555-0134,2/11/2013,5-10 Miles
13157,29,Heidi,Gonzalez,8/22/1945,M,F,heidi21@adventure-works.com,30000,2,0,Partial College,Clerical,0,2,5534 Fremont St.,,1 (11) 500 555-0144,8/30/2013,5-10 Miles
27372,402,Andre,Sai,7/31/1953,S,M,andre5@adventure-works.com,30000,4,0,High School,Professional,0,2,2530 C Del Rio Circle,,724-555-0116,12/30/2013,1-2 Miles
13099,448,Jay,Romero,2/1/1963,M,M,jay38@adventure-works.com,70000,3,2,Partial College,Professional,0,0,5740 Elderwood Dr,,977-555-0126,5/3/2013,0-1 Miles
17120,515,Michele,Raje,11/13/1971,S,F,michele14@adventure-works.com,60000,0,0,Graduate Degree,Skilled Manual,1,0,6837 Pirate Lane,,941-555-0124,5/22/2013,1-2 Miles
11020,53,Jordan,King,3/19/1984,S,M,jordan73@adventure-works.com,40000,0,0,High School,Skilled Manual,0,2,7156 Rose Dr.,,550-555-0163,12/29/2012,1-2 Miles
11136,53,Brianna,Morgan,4/24/1984,S,F,brianna30@adventure-works.com,40000,0,0,High School,Skilled Manual,0,2,9005 Eagle Ct.,,954-555-0117,1/3/2013,0-1 Miles
19823,60,Abigail,Foster,4/26/1971,M,F,abigail41@adventure-works.com,90000,4,4,Partial College,Professional,1,3,4665 Military Way E.,,897-555-0167,12/3/2013,2-5 Miles
